K562	rank_K562	MCF7	rank_MCF7	NCIH2030	rank_NCIH2030	LPS141	rank_LPS141	SKMEL2	rank_SKMEL2
ATG5	3352	SLC39A10	3352	IFI35	3352	HTR1D	3352	USP15	3352
RECQL	3353	CABLES2	3353	CTSZ	3353	PLCH2	3353	TMEM263	3353
PHF23	3354	BECN1	3354	NCKAP1L	3354	OR7A10	3354	ERMAP	3354
WRAP53	3355	VPS37B	3355	CD52	3355	GRM3	3355	LMBR1	3355
TANC1	3356	DPH2	3356	CD1A	3356	HIST1H2BO	3356	MFI2	3356
SNRPE	3357	SLTM	3357	TSHR	3357	CNEP1R1	3357	PM20D1	3357
RASGEF1C	3358	PTBP3	3358	CDC25A	3358	FNBP4	3358	BRF2	3358
UCP3	3359	TRPV2	3359	RBPMS2	3359	PPP1R18	3359	SOX14	3359
ASAP3	3360	ANKRD31	3360	ZNF596	3360	C4orf32	3360	ANKRD36	3360
QPCTL	3361	LEPROT	3361	LAMTOR1	3361	MANF	3361	VIM	3361
SCFD1	3362	DVL2	3362	MICALL2	3362	GCG	3362	DPH1	3362
HN1	3363	HNRNPL	3363	FLCN	3363	ANKRD20A2	3363	OR5M8	3363
EGR2	3364	CTSC	3364	TGFBRAP1	3364	ABL2	3364	IGSF11	3364
GOLGB1	3365	SLC38A11	3365	NEK10	3365	NLRP8	3365	KPRP	3365
MCHR2	3366	SPDEF	3366	RNF7	3366	CCDC130	3366	SNAPC4	3366
ACSL3	3367	SERPINB4	3367	NOD2	3367	TTC16	3367	ZCCHC3	3367
AMBRA1	3368	SETD8	3368	NAIP	3368	TMED9	3368	ERBB2	3368
UXS1	3369	GALE	3369	RBBP8	3369	UQCRH	3369	ASF1A	3369
TVP23C-CDRT4	3370	UHRF1BP1	3370	PITPNM1	3370	SDK2	3370	DCSTAMP	3370
DYDC1	3371	MRPL47	3371	CNNM4	3371	UGCG	3371	RBPMS2	3371
ZNF737	3372	POTEB2	3372	CST6	3372	CSRP2BP	3372	CDO1	3372
ATP5L2	3373	CD84	3373	TCL1B	3373	OBSL1	3373	KCNA2	3373
DDX11	3374	DGAT1	3374	PLXDC1	3374	OR10A3	3374	TMEM253	3374
SPATA31A6	3375	MED22	3375	ITSN2	3375	MAL	3375	IKZF3	3375
TRIM26	3376	MRPL35	3376	TADA2A	3376	PRPF18	3376	CLEC2L	3376
MAD2L1BP	3377	TEC	3377	RARB	3377	HNRNPA2B1	3377	CABP1	3377
ZNF236	3378	PKM	3378	SLMAP	3378	LRRIQ1	3378	TJP2	3378
ZNF652	3379	TBL2	3379	LRP6	3379	PRDX2	3379	IFNA16	3379
KIN	3380	APLF	3380	RAD54B	3380	HERC4	3380	TCEAL5	3380
NT5C1A	3381	CDK5RAP3	3381	HNRNPA0	3381	ARL13A	3381	DPPA4	3381
DMGDH	3382	NXPE4	3382	HPS5	3382	FAM217A	3382	GPR75-ASB3	3382
DYNLL2	3383	CENPU	3383	ZNF687	3383	ZMYM4	3383	CNPY2	3383
NOL11	3384	SEC16A	3384	CCDC88A	3384	NDUFAF5	3384	DAZL	3384
AGPS	3385	LAMC1	3385	GLYATL1	3385	TFDP2	3385	IST1	3385
TECR	3386	CTAGE1	3386	RASGRP1	3386	CT47A8	3386	ECI2	3386
UIMC1	3387	NPIPA5	3387	ANP32D	3387	OR52E4	3387	NUP54	3387
HSD17B4	3388	TFEB	3388	ANP32E	3388	TRA2B	3388	CEP295	3388
SLC30A1	3389	GABRA2	3389	CA12	3389	AIF1	3389	OR4A16	3389
SEPTIN10	3390	PRUNE	3390	C19orf44	3390	TBC1D26	3390	EZH2	3390
HIST1H4I	3391	C19orf53	3391	RFWD2	3391	ZNF727	3391	GPAM	3391
CTDNEP1	3392	ARMC6	3392	SRF	3392	ZNF2	3392	KLHL24	3392
HTN3	3393	MED9	3393	TTC3	3393	RAB9B	3393	ANXA8	3393
ZNF554	3394	PAQR4	3394	PPEF1	3394	FNIP1	3394	PDCL2	3394
C1QL2	3395	AGMAT	3395	ESPL1	3395	CNOT7	3395	VIPAS39	3395
PLD3	3396	F2RL1	3396	SAMSN1	3396	IL17RD	3396	OR5AC2	3396
CCR5	3397	CCDC144NL	3397	XPA	3397	CXorf56	3397	HOXC11	3397
VPS4A	3398	FBXO32	3398	FAM175A	3398	IFITM1	3398	TTC23L	3398
KCNU1	3399	DDX19B	3399	AP4M1	3399	LOC102724279	3399	SESN2	3399
CCDC136	3400	JUND	3400	MTRNR2L2	3400	CYTH3	3400	ZCWPW1	3400
PBK	3401	NDUFB2	3401	IRF2BPL	3401	JAM2	3401	ROMO1	3401
KRTAP4-5	3402	ZC3H6	3402	BCL2L15	3402	POTEB	3402	RGPD6	3402
EXOC6B	3403	GCM1	3403	NKIRAS2	3403	CDHR1	3403	GSTM3	3403
NCF1	3404	WDR17	3404	CARD6	3404	SWT1	3404	SPATA22	3404
HECW2	3405	MRC1	3405	CLEC10A	3405	ZNF586	3405	THUMPD2	3405
GPSM2	3406	CEP57L1	3406	MED28	3406	CALHM3	3406	CATSPER2	3406
ANTXR1	3407	INSL5	3407	ISL1	3407	HTT	3407	CXXC1	3407
TSPAN3	3408	SLX4IP	3408	SIGLEC9	3408	F2RL1	3408	MOK	3408
ASPA	3409	CCDC68	3409	ATPAF1	3409	SLC22A10	3409	CRYBB3	3409
SLC27A2	3410	ARMC12	3410	TRIM37	3410	ATP7A	3410	DENND4A	3410
OBSCN	3411	MPV17L2	3411	TK1	3411	APITD1	3411	ADA	3411
ALDH1L2	3412	PELO	3412	MMAA	3412	POGLUT1	3412	ITGA2	3412
CAMSAP2	3413	ARSJ	3413	APLF	3413	CC2D1B	3413	APOBEC3D	3413
ADAP2	3414	FAM58A	3414	SAV1	3414	UGT1A6	3414	ZNF70	3414
TMEM257	3415	TFB2M	3415	ENPP2	3415	DDB2	3415	RAB14	3415
MFSD11	3416	CYB5RL	3416	MZT1	3416	NTRK3	3416	LUC7L2	3416
USP14	3417	MRM1	3417	PLEKHD1	3417	SLC26A4	3417	EPHA6	3417
BRDT	3418	EDF1	3418	RBMY1B	3418	CNPY2	3418	FAM124B	3418
TMEM86A	3419	SLC25A24	3419	ZMYND12	3419	KRT6C	3419	TECTA	3419
SOX5	3420	C7orf31	3420	ART1	3420	EFNB2	3420	ABHD11	3420
MRPS28	3421	WDR48	3421	SAMD9L	3421	DNAJA1	3421	TMEM39B	3421
GAL	3422	DEFB4B	3422	ZNF32	3422	RAD17	3422	UBTD2	3422
GALNT3	3423	KRTAP4-2	3423	ACAD9	3423	XPNPEP1	3423	C15orf61	3423
NHLRC4	3424	CLK1	3424	RPS6KB1	3424	BEX5	3424	GML	3424
ATAD2	3425	SLC12A2	3425	ZNF155	3425	HSFY2	3425	LOC81691	3425
CBX4	3426	HELQ	3426	C12orf80	3426	SGCG	3426	OR2F1	3426
MCTP2	3427	WDR72	3427	TSPAN16	3427	PPAN-P2RY11	3427	OR51I1	3427
FNIP1	3428	IL37	3428	MGA	3428	C6orf163	3428	ZNF684	3428
NEDD8-MDP1	3429	WRB	3429	ESCO2	3429	SPANXN2	3429	GLS2	3429
DNPEP	3430	PDHA1	3430	ITM2A	3430	ENOPH1	3430	LRRC75B	3430
GAB4	3431	MGAT4C	3431	TAF10	3431	ACAD10	3431	GOLGA1	3431
TMUB2	3432	OR4D2	3432	TPRG1L	3432	IRF1	3432	ADCY6	3432
DNAJB9	3433	B4GALT5	3433	HCRT	3433	DYNLRB2	3433	CCDC86	3433
EIF2D	3434	PTPN9	3434	STRA13	3434	P4HTM	3434	LANCL1	3434
CNNM1	3435	ADCY3	3435	ATG4D	3435	UNC45A	3435	RALGAPB	3435
TRAPPC2	3436	USP6	3436	HDX	3436	EHBP1L1	3436	TECR	3436
ANKRD13A	3437	SLC35C1	3437	PSG8	3437	CUL5	3437	C15orf65	3437
LBHD1	3438	COL6A5	3438	CDRT15L2	3438	CSK	3438	AFF3	3438
OTUD7A	3439	OTUB1	3439	TNS2	3439	PIK3C2G	3439	HIST2H2BE	3439
RFT1	3440	EXOC7	3440	KRTAP9-4	3440	METTL5	3440	RBL2	3440
INO80E	3441	MRPL3	3441	AMPD1	3441	MIEF1	3441	UBR2	3441
OAZ1	3442	MRGPRD	3442	RNF182	3442	TSLP	3442	RGS4	3442
CHMP1A	3443	WDR13	3443	UBXN10	3443	NASP	3443	USP17L19	3443
TRAM1L1	3444	LMNA	3444	TSGA13	3444	OR6X1	3444	IVD	3444
CD3D	3445	LGALS3BP	3445	CCDC148	3445	FANCB	3445	ZNF101	3445
PSME3	3446	FXYD5	3446	PTGES2	3446	SLC1A7	3446	PPRC1	3446
ATG10	3447	BCAS3	3447	ETV1	3447	TLR2	3447	GABRB2	3447
BCL9L	3448	RAB10	3448	IFNA6	3448	IFNA5	3448	MAP3K8	3448
CDH19	3449	ADGRE3	3449	HIST1H3H	3449	GK2	3449	NIPSNAP3A	3449
PEX11B	3450	CCDC110	3450	LYRM2	3450	PRUNE2	3450	OR51G1	3450
ZBED6	3451	TMEM262	3451	LOC113230	3451	PLA2G4A	3451	VANGL1	3451
CPT2	3452	LSM11	3452	COL19A1	3452	TRIM5	3452	FLT4	3452
ZNHIT6	3453	SPANXC	3453	KCNE2	3453	ZNF483	3453	HNRNPK	3453
DRAM2	3454	TARBP2	3454	TIGD6	3454	MAP3K19	3454	SLC41A2	3454
PDE1B	3455	CBX4	3455	HDAC7	3455	GZMA	3455	CCT8L2	3455
TMPRSS9	3456	OR3A3	3456	LPAR6	3456	LRRC40	3456	MRPL16	3456
POLE3	3457	SGCA	3457	CLDN6	3457	RAPGEF1	3457	BRMS1	3457
KIF22	3458	TSR1	3458	CT45A10	3458	ANKRD31	3458	CA3	3458
TBC1D23	3459	FOXRED2	3459	IQCH	3459	SPAG8	3459	FRG1	3459
TBC1D30	3460	INTS6	3460	REL	3460	MYOC	3460	ATP5SL	3460
OXA1L	3461	AHSA2	3461	CYP4F22	3461	RAB14	3461	TP53BP2	3461
DOCK3	3462	BORA	3462	SAA2	3462	CBL	3462	KRT32	3462
ZNF185	3463	KLHDC2	3463	EFCAB11	3463	VPS37C	3463	C5AR2	3463
ARHGEF5	3464	FBXL12	3464	VSNL1	3464	FAM160A2	3464	RNASEH2B	3464
MYL7	3465	CKB	3465	MMP26	3465	LAMTOR1	3465	SLC27A4	3465
DSG1	3466	CPSF4	3466	PRR23C	3466	TMEM261	3466	CAPN7	3466
CNPY4	3467	TAF1	3467	CYBA	3467	SMYD2	3467	SYDE2	3467
PHACTR1	3468	H2AFV	3468	TMEM8A	3468	RGPD6	3468	APBB2	3468
HSF1	3469	GNL2	3469	DCLK3	3469	HMGN1	3469	PRRC2A	3469
RBM4	3470	TMEM56	3470	RANBP17	3470	ATP13A1	3470	DHODH	3470
CAP1	3471	NCBP2	3471	MCM8	3471	MYPN	3471	CYC1	3471
ZNF878	3472	PRKRA	3472	TSR3	3472	ALS2CR11	3472	MGAT1	3472
BAG6	3473	CCDC86	3473	CIRBP	3473	NDUFS3	3473	AP2A1	3473
SIRT4	3474	PTCH1	3474	CHTF8	3474	SNX14	3474	HNRNPM	3474
GBP5	3475	COPB1	3475	UGT2B11	3475	C1S	3475	CELA2B	3475
HIST1H3B	3476	CRTC1	3476	XPO5	3476	TCN1	3476	HSF2	3476
LMNTD1	3477	MEA1	3477	GMFB	3477	UQCC2	3477	NUDT4	3477
SPANXA2	3478	DNAJC3	3478	DLL1	3478	SPOP	3478	EMILIN3	3478
DCAF15	3479	RDH12	3479	USP30	3479	CARF	3479	CBLL1	3479
GSDMC	3480	PIKFYVE	3480	APOPT1	3480	TIGD1	3480	LIMS3	3480
NOTCH4	3481	TCTEX1D1	3481	SLC44A5	3481	OPN5	3481	DRAP1	3481
EVI5L	3482	SRPX	3482	RTN4IP1	3482	PTBP1	3482	SHKBP1	3482
API5	3483	PAM16	3483	TACC3	3483	MKNK2	3483	SIGLEC5	3483
CMPK1	3484	STAT2	3484	WBP2NL	3484	POC1B	3484	SHROOM2	3484
GIT2	3485	SBSPON	3485	REXO1	3485	CATSPERD	3485	TMEM208	3485
EMC6	3486	FAM206A	3486	B3GALT4	3486	LUZP6	3486	TPM3	3486
EVI2B	3487	IL9	3487	TAAR2	3487	TAF15	3487	RHBDD1	3487
CERS5	3488	CCNJ	3488	SLC14A2	3488	SLBP	3488	FAM227A	3488
BIRC6	3489	DYX1C1	3489	USP45	3489	NRBP1	3489	TRPV3	3489
CPED1	3490	OSBPL1A	3490	GPR22	3490	NDUFAF3	3490	FAM231A	3490
WDR26	3491	WDR5	3491	ZBTB38	3491	KDELR3	3491	PGM2	3491
LIN54	3492	DTWD1	3492	MAPK7	3492	KAZALD1	3492	RAD23B	3492
TRIB1	3493	SGK3	3493	PHLPP2	3493	IL17F	3493	PPIAL4G	3493
KCNK17	3494	MTRNR2L2	3494	OR5H2	3494	BLOC1S5	3494	TUBB2B	3494
PCDHGB5	3495	ABRA	3495	EXOC5	3495	SLIT2	3495	LRAT	3495
TFG	3496	CHCHD3	3496	PHF20	3496	GPR151	3496	IFNAR1	3496
PLXNA4	3497	CCDC90B	3497	HTRA2	3497	HM13	3497	TM2D2	3497
PLVAP	3498	FAM117A	3498	TPP1	3498	ACACA	3498	ASXL2	3498
LOC113230	3499	TSPAN5	3499	SUCLG1	3499	RABL2A	3499	RIOK2	3499
EHBP1L1	3500	SLC41A2	3500	ENPP7	3500	QRICH1	3500	C4orf32	3500
EHD1	3501	SLC25A10	3501	ST20-MTHFS	3501	CBWD6	3501	KRT28	3501
PIN1	3502	TRDN	3502	BMPR1A	3502	SLC6A13	3502	LYRM7	3502
HOXC4	3503	POLR1D	3503	ATG3	3503	SEPTIN9	3503	GAA	3503
SRF	3504	TAC4	3504	CSTF2	3504	SAT1	3504	LLPH	3504
PHGDH	3505	FGFR1OP	3505	CTAGE4	3505	DAGLA	3505	SLC23A1	3505
TCAF1	3506	TMOD3	3506	DGKA	3506	PPIAL4C	3506	SLC22A15	3506
STX5	3507	MTIF2	3507	RCN1	3507	HIST1H4I	3507	DRD2	3507
NOD2	3508	EBNA1BP2	3508	GSDMA	3508	SLAIN1	3508	COX6A1	3508
LAP3	3509	TMEM41B	3509	TBKBP1	3509	SLC25A40	3509	RAB28	3509
BZW1	3510	PITPNM1	3510	VEPH1	3510	PRMT3	3510	PRPS1L1	3510
SNRPB2	3511	FAM83D	3511	CACNB3	3511	HIF1AN	3511	ELK4	3511
TSC1	3512	U2AF2	3512	HAUS8	3512	PCDHB14	3512	ALX3	3512
PTPN21	3513	IFITM1	3513	TBR1	3513	OR51T1	3513	OLFM4	3513
BCOR	3514	SEMA3C	3514	SLC17A1	3514	LRRD1	3514	LRIT3	3514
TULP1	3515	MAP3K12	3515	SLC35F4	3515	IBSP	3515	STK39	3515
ANKRD23	3516	PCDHB4	3516	BTF3L4	3516	HMGXB3	3516	PPP1R9A	3516
BAZ1A	3517	C16orf82	3517	SMG9	3517	BCAP31	3517	TENM1	3517
ADAM10	3518	NFYB	3518	TMEM217	3518	RGS13	3518	PNPLA8	3518
LOC100129083	3519	CP	3519	ASF1B	3519	FAM13B	3519	TRIM33	3519
CD44	3520	CENPH	3520	PRKRIP1	3520	PTGR1	3520	RHOC	3520
CFAP74	3521	S100B	3521	FAM228A	3521	RAB3IP	3521	OCM	3521
IL36A	3522	RALBP1	3522	CD74	3522	RNF111	3522	MYPN	3522
CDK18	3523	POC5	3523	IFNAR1	3523	ZNF692	3523	SLC48A1	3523
FOXI3	3524	PLEKHG2	3524	C12orf42	3524	C12orf54	3524	FAM210A	3524
SCN4A	3525	SARAF	3525	CBS	3525	KHK	3525	QTRT1	3525
FITM1	3526	CSTF1	3526	IGSF21	3526	HSD17B4	3526	ISY1-RAB43	3526
ZNF385D	3527	USP50	3527	MED29	3527	FGF3	3527	APPL1	3527
TRIM73	3528	ACPT	3528	CCDC127	3528	C9orf50	3528	POLR2E	3528
WHSC1L1	3529	HADH	3529	VPS54	3529	TMEM33	3529	DNAJC18	3529
OR51E2	3530	TXLNB	3530	LTC4S	3530	ZNF229	3530	PIP5K1A	3530
C1orf194	3531	PIGX	3531	MICA	3531	RNASEH1	3531	GIN1	3531
RPA2	3532	CUL1	3532	CTCFL	3532	RTKN	3532	IQCA1L	3532
MAP3K2	3533	WDR76	3533	CHCHD7	3533	SCCPDH	3533	PKMYT1	3533
EIF3J	3534	TMEM232	3534	FXR2	3534	STX3	3534	SLC25A28	3534
MYCBP2	3535	RMDN1	3535	HMGXB3	3535	OR10J1	3535	LOC200726	3535
AGPAT3	3536	CNOT10	3536	LCA5	3536	DPP4	3536	CEACAM21	3536
SELO	3537	MTRR	3537	TAF5	3537	POM121C	3537	GLIPR1	3537
UGCG	3538	ZFYVE26	3538	CGRRF1	3538	GPRIN1	3538	RRAGA	3538
PRDM10	3539	RWDD2A	3539	FKBP10	3539	SRR	3539	XKR7	3539
WAC	3540	EED	3540	THEGL	3540	LIPT2	3540	RAB34	3540
MED29	3541	ZNF587B	3541	ZNF148	3541	ATRNL1	3541	PRKG2	3541
FYCO1	3542	MED21	3542	BCL2L2-PABPN1	3542	CLEC7A	3542	GKN2	3542
RAF1	3543	PACS2	3543	FETUB	3543	ZNF215	3543	TMA16	3543
NUP133	3544	SMG5	3544	TM4SF4	3544	PABPN1	3544	C12orf10	3544
SPINT1	3545	CISD3	3545	BANK1	3545	NABP2	3545	PPOX	3545
RAP1B	3546	CYP11A1	3546	KIF14	3546	ADNP	3546	MRPL14	3546
OR7C1	3547	ZPLD1	3547	WDR76	3547	RAB11FIP2	3547	ACTL8	3547
DIP2B	3548	MLLT4	3548	OR5D16	3548	ELF5	3548	PRICKLE3	3548
MPP6	3549	KIAA1683	3549	HPS4	3549	TULP1	3549	C3orf38	3549
AP4E1	3550	CHMP4B	3550	OR6X1	3550	BTBD8	3550	DAGLA	3550
LRRC8E	3551	RCVRN	3551	SLC22A10	3551	TRAM1L1	3551	GRASP	3551
BTN3A3	3552	NLRC5	3552	PAPD4	3552	VAV3	3552	RTN4RL2	3552
KRTAP4-2	3553	LYRM2	3553	KLRC4-KLRK1	3553	VBP1	3553	OR2A2	3553
PDPN	3554	LONP1	3554	TAF8	3554	EGF	3554	PRR16	3554
ESCO2	3555	DYRK1A	3555	PRND	3555	STK39	3555	NID1	3555
BRCA2	3556	TTI1	3556	CANX	3556	MTRNR2L10	3556	SEC61A2	3556
ZNF347	3557	MRPL14	3557	SCTR	3557	ZXDC	3557	LGI2	3557
HACE1	3558	PAIP1	3558	UBA6	3558	UXS1	3558	APC	3558
PTPN22	3559	C1orf131	3559	NOL11	3559	RNMTL1	3559	ADAMTS7	3559
TTL	3560	CNOT7	3560	RBM4	3560	CDH17	3560	ACO2	3560
CAPN11	3561	STARD4	3561	RCVRN	3561	AIF1L	3561	ALG1L	3561
SSX7	3562	HORMAD1	3562	SEMA4F	3562	OR5A2	3562	DNAJB3	3562
LRP4	3563	C4orf45	3563	IL37	3563	HIST1H2BJ	3563	SLC20A1	3563
RHOD	3564	KLHL22	3564	ULK4	3564	LCAT	3564	XPOT	3564
ARVCF	3565	NDUFA5	3565	OXER1	3565	FAM20B	3565	OR2B2	3565
XYLT2	3566	TNFAIP8	3566	ZNF804A	3566	HIST1H3C	3566	SIPA1	3566
ADCY6	3567	ZFP69	3567	WDR62	3567	LRRC7	3567	GLYCTK	3567
NIPAL4	3568	C4BPA	3568	SSBP4	3568	HNRNPA1L2	3568	UBP1	3568
DUS1L	3569	BANK1	3569	TRIM49	3569	FCRL6	3569	BCAT2	3569
ATP13A1	3570	SRC	3570	VWA3B	3570	SLC35G1	3570	PROK1	3570
GRIN2D	3571	MICALCL	3571	CSHL1	3571	ZNF329	3571	RNH1	3571
NFYC	3572	GABPB1	3572	ZAR1	3572	USP20	3572	DUSP12	3572
ABCA5	3573	TMEM126A	3573	OR1J1	3573	ORC2	3573	INTS12	3573
ZNF813	3574	ZNF394	3574	HIST1H2BL	3574	MRFAP1L1	3574	HCN2	3574
XPC	3575	MALT1	3575	OR51G2	3575	OR1F1	3575	FNBP1	3575
CEP135	3576	METTL13	3576	KLHDC10	3576	OR52I2	3576	AKR1B1	3576
ACOT12	3577	TRIM49C	3577	SWT1	3577	NONO	3577	JOSD1	3577
ADGRF1	3578	TRIM59	3578	FCER1A	3578	COPS7B	3578	ERH	3578
GPR180	3579	CHD1L	3579	CCER1	3579	GPR84	3579	SHOX	3579
C5	3580	IQCA1	3580	HVCN1	3580	ANKRD11	3580	ZNF593	3580
PRAMEF7	3581	MYOC	3581	FAM72A	3581	VPS37D	3581	PAX9	3581
TUBB2B	3582	ZFP2	3582	GPX8	3582	POU5F1	3582	SMPD2	3582
C2orf81	3583	RIN1	3583	DNAJB1	3583	RANBP1	3583	MKNK2	3583
C6orf48	3584	SARS2	3584	MGAT1	3584	GP1BB	3584	CCDC68	3584
SPDYC	3585	PDE6G	3585	MYL6	3585	SGMS1	3585	RNASE11	3585
SLC39A4	3586	C9orf114	3586	PABPC1L2B	3586	AMY2B	3586	HNMT	3586
CELSR2	3587	ACTR5	3587	NCOA1	3587	KIAA1683	3587	GMPPA	3587
CPNE8	3588	SERPINI2	3588	CT45A7	3588	DAZAP2	3588	PCBD2	3588
STX10	3589	ASF1A	3589	AKTIP	3589	LAT2	3589	MSRB1	3589
NXT2	3590	LCN8	3590	TP53INP1	3590	SNX17	3590	OVCH1	3590
GAPDHS	3591	DCPS	3591	SDCBP	3591	PUS3	3591	CRAMP1L	3591
PRX	3592	SERHL2	3592	C7orf69	3592	TAF5	3592	CALHM3	3592
TMEM5	3593	SSX5	3593	STAT3	3593	HSP90AA1	3593	AKAP17A	3593
BYSL	3594	CYP2C8	3594	TAS2R5	3594	AP4S1	3594	KCTD8	3594
MYO15A	3595	OR7A10	3595	UBAP2L	3595	CCZ1B	3595	IBSP	3595
FDFT1	3596	STK40	3596	DTNB	3596	XKR3	3596	CEACAM6	3596
ZNF385C	3597	SPATA2	3597	MTRNR2L3	3597	LCK	3597	YES1	3597
WBP4	3598	NRXN3	3598	PARP6	3598	SSX2	3598	PPP1R14B	3598
IFT80	3599	HERPUD2	3599	KIF5B	3599	TEX38	3599	C9orf129	3599
CTAG1A	3600	GINM1	3600	SNAPC1	3600	ABI2	3600	EIF3J	3600
GH2	3601	TAZ	3601	COQ10B	3601	SMURF1	3601	PRKAA1	3601
SUCLG2	3602	STAG1	3602	FAM133B	3602	PGLS	3602	KPNA4	3602
KMT2A	3603	WDR89	3603	CHKA	3603	E2F5	3603	RHOXF2	3603
ERCC6-PGBD3	3604	FBXW11	3604	CEP192	3604	FBXW4	3604	FUT6	3604
NANS	3605	IL36G	3605	SLC10A7	3605	TERF1	3605	DDX60L	3605
SLC24A3	3606	SIL1	3606	SPTB	3606	FAM111B	3606	BRWD1	3606
SLC52A2	3607	NDUFA4	3607	COPG1	3607	TOP3B	3607	PRKD1	3607
SNX3	3608	OR2T2	3608	PRAMEF15	3608	TMED7-TICAM2	3608	ZBTB1	3608
C3orf38	3609	PTCHD4	3609	CC2D2B	3609	FCER1A	3609	KDM8	3609
TEX33	3610	RICTOR	3610	ZNF766	3610	ERCC1	3610	SOS1	3610
GRIK3	3611	PCYT2	3611	ISY1-RAB43	3611	KIF6	3611	MT3	3611
SPOCK1	3612	SLC39A4	3612	UTS2B	3612	C2CD2L	3612	EPS15L1	3612
TAF10	3613	TANC2	3613	RDH12	3613	CWF19L1	3613	SIGMAR1	3613
SSFA2	3614	ZBTB25	3614	NPNT	3614	BAMBI	3614	ANAPC13	3614
SORT1	3615	GPAM	3615	WDR78	3615	TMEM8B	3615	CACYBP	3615
ZNF506	3616	HIST1H2BH	3616	C7orf73	3616	TTC9C	3616	PDXK	3616
WDR53	3617	RRAGB	3617	PCCB	3617	CALCOCO2	3617	LMNB1	3617
TTI2	3618	MARCHF5	3618	INTS9	3618	MRPS28	3618	KCNK13	3618
POMGNT1	3619	ICOS	3619	AKAP5	3619	ECI2	3619	RBBP5	3619
MAPK1IP1L	3620	TXNL4B	3620	FOXP1	3620	EPPIN-WFDC6	3620	PCYT1A	3620
L3MBTL3	3621	SRSF10	3621	CRIP3	3621	SUV39H1	3621	MLLT4	3621
MRFAP1L1	3622	KBTBD2	3622	PLSCR1	3622	RPS6KA4	3622	TTBK2	3622
ARID4B	3623	C3orf17	3623	MFF	3623	SLC22A20	3623	CATSPERD	3623
DUSP19	3624	DLG5	3624	MTFR2	3624	DPM1	3624	ANKRD11	3624
ZMAT2	3625	IFNA16	3625	HSF5	3625	LOXL4	3625	SEC61B	3625
LARP4	3626	TPBGL	3626	DERL1	3626	MYO16	3626	SPCS3	3626
P4HB	3627	ICK	3627	PIGV	3627	HSD3B1	3627	ZNF347	3627
FDX1	3628	APOBEC1	3628	ARPC2	3628	BZW2	3628	LONRF2	3628
C4orf45	3629	OR5B12	3629	RBAK-RBAKDN	3629	TJP2	3629	COG4	3629
FMO1	3630	RARG	3630	DBF4B	3630	KIAA2026	3630	MRPS28	3630
OTOP3	3631	PDE7B	3631	CNTN3	3631	TNRC6C	3631	KCTD11	3631
KIF2A	3632	MSL2	3632	GOLGA6B	3632	RAB23	3632	NPIPB5	3632
ACADS	3633	AURKB	3633	FANCF	3633	ARGLU1	3633	ACSL5	3633
ARL5B	3634	ITIH2	3634	RAB34	3634	C18orf25	3634	CDC25B	3634
CCDC68	3635	COQ3	3635	UBE2W	3635	POTEE	3635	FAM92A1	3635
ALAD	3636	SLX1B	3636	ZFAND5	3636	CCDC115	3636	NEK8	3636
OR13C8	3637	ELF5	3637	FBXO40	3637	TOE1	3637	FAM135A	3637
UFD1L	3638	SLC22A20	3638	MYL7	3638	GRIK3	3638	NCF2	3638
ZNF333	3639	TM6SF1	3639	FRRS1	3639	NT5C1B	3639	CRIP2	3639
PRSS3	3640	EXO1	3640	EPHA1	3640	MGAT5	3640	IRAK3	3640
ANKRD31	3641	CENPP	3641	PMFBP1	3641	AADACL4	3641	ARL14EP	3641
ITGB6	3642	NELFB	3642	CKAP2L	3642	LOXL3	3642	XKR8	3642
EXT1	3643	LGI2	3643	ILDR1	3643	ARF1	3643	PCDHB12	3643
ANKRD32	3644	UBE2D2	3644	SENP1	3644	HDHD2	3644	HMGB2	3644
ARHGEF1	3645	CYP2U1	3645	C6orf62	3645	TXNDC17	3645	ASZ1	3645
RELA	3646	ANKRD12	3646	OLAH	3646	TSHZ3	3646	ZNF335	3646
MYL12B	3647	ZFR	3647	CETN2	3647	CD8B	3647	ZIM2	3647
ATP5G1	3648	BBS9	3648	SLC27A4	3648	UROS	3648	CEP290	3648
RRAGC	3649	IL1RAPL2	3649	G3BP2	3649	ACSM2B	3649	IFNLR1	3649
CCNF	3650	HADHB	3650	BEND3	3650	KPNA4	3650	CAMKK1	3650
DEFB4A	3651	AGGF1	3651	PLCZ1	3651	NPIPA7	3651	INCA1	3651
OR13F1	3652	RSF1	3652	GRM4	3652	FCGR1B	3652	CRLF1	3652
DRAM1	3653	HAS3	3653	FSTL4	3653	HIST1H1A	3653	OLFML3	3653
KIAA1033	3654	TAF11	3654	CPNE2	3654	C9orf131	3654	CCDC22	3654
CD8B	3655	ILF2	3655	SMG6	3655	CKAP2L	3655	TSHB	3655
CTNS	3656	IKBKE	3656	PHF3	3656	C6orf203	3656	TNFSF8	3656
HSF2BP	3657	SCN1A	3657	ATXN7	3657	CD160	3657	KCNMA1	3657
CDK3	3658	TYMP	3658	CNTNAP1	3658	AFAP1	3658	CPA3	3658
CYP24A1	3659	CORO7-PAM16	3659	HGD	3659	NCF2	3659	FASTKD2	3659
AGPAT1	3660	URGCP-MRPS24	3660	C17orf85	3660	TAF3	3660	OXCT2	3660
TMEM185A	3661	C6orf48	3661	OR4D9	3661	AQP5	3661	TNNI1	3661
