K562	fdr_K562	lfc_K562	NCIH2030	fdr_NCIH2030	lfc_NCIH2030	LPS141	fdr_LPS141	lfc_LPS141	 SKMEL2	fdr_SKMEL2	lfc_SKMEL2
HRSP12	0.737145	-0.20002	TIPARP	0.88251	0.066422	VAMP1	0.912875	0.024015	BHLHE41	0.998835	-2.7439
PARS2	1	-1.1909	P2RY10	0.621394	0.73913	FIGNL1	0.972988	0.34287	RAD21	0.998835	-2.1752
CTNNBIP1	1	-0.67237	NRIP3	0.544939	0.90905	FUT11	0.987047	-0.031027	PUF60	0.998835	-2.1752
PLAC8L1	0.60436	0.46389	MAFG	0.621394	-0.053083	FPGT-TNNI3K	1	-0.28297	SEPTIN7	0.998835	-1.2227
PCMTD2	1	-1.1028	SLC6A8	0.623033	0.12491	GOPC	1	-0.28297	RFT1	0.998835	-2.1752
SOX14	0.679082	-1.1976	ASPSCR1	0.814406	0.26156	CXorf51A	1	-0.085915	PRPF4B	0.998835	-2.1752
C4orf48	1	-1.1737	SPRED2	0.80252	0.10484	GRIK2	1	-0.19847	PCDHGC4	0.998835	-2.1752
DCLRE1B	1	-1.1357	DPYSL3	0.942037	-0.25704	C11orf49	0.868594	-0.074749	PAFAH1B2	0.998835	-2.1359
PAPD4	1	-1.1866	PSD3	0.824237	0.23526	TRIM16	1	-0.25902	PLEKHD1	0.998835	-2.1752
MRPL28	0.083591	2.4627	MBOAT7	0.942147	0.15628	PITPNA	1	-0.11253	PHF23	0.998835	-1.2227
TMEM87A	1	0.22209	SHISA6	0.467233	0.45556	FBXO43	0.912875	-0.16192	TMEM263	0.998835	-0.16511
OR2T29	0.629689	-0.32695	NFIC	0.766637	0.38763	MYEF2	0.972988	0.099015	SNAPC1	0.998835	-3.3354
COL3A1	0.851439	-1.1958	CKLF	0.963167	0.10723	KRTAP3-1	1	-0.18792	SSFA2	0.998835	-0.16511
PTPRN2	0.591784	-1.1884	AEN	0.85408	-0.13668	HGD	0.771012	0.43019	SPINT2	0.998835	-2.1752
GIPR	1	-1.1631	CCDC169	0.901723	-0.14574	CHST10	1	-0.37778	UBR5	0.998835	-2.1752
NOMO2	1	0.09945	SNRPB2	0.970683	-0.31436	EDDM3B	0.849216	-0.3072	SGTA	0.998835	-2.1752
LBP	0.46436	1.1604	LYZL6	0.924093	0.26288	KRT7	1	-0.34899	WNT5A	0.998835	-2.6071
NTHL1	0.94217	0.1407	F2	0.926337	0.18426	RIMBP3	0.961956	-0.13053	SLC47A1	0.998835	-1.6142
SMIM4	0.22303	2.0347	ELF1	0.773403	0.20284	NDUFAF3	1	-0.22448	WDFY4	0.998835	-1.8263
FRA10AC1	0.357126	0.80426	HBG2	0.992107	-0.052458	BMP1	0.814643	-0.06598	EPOR	0.998835	-0.68372
SHBG	0.60436	-1.1841	LHFPL5	0.930027	-0.006265	MPP1	1	0.11362	ENY2	0.998835	-2.8689
FOXJ2	1	-1.8341	ZNF76	0.343567	0.75537	VPS13D	1	-0.16572	FOXD4L4	0.998835	-2.1752
MPPE1	1	-1.1935	ZDHHC11	0.565813	0.56999	ABCB7	1	-0.57112	HCFC1	0.998835	-1.9672
CCZ1B	0.591784	-1.1554	SOCS2	0.553832	0.44373	GJB6	1	-0.31206	FRMD4A	0.998835	-2.1752
FBXW4	1	-1.1927	MEX3D	0.970683	0.058996	TMEM141	0.972988	-0.18642	CENPL	0.998835	-1.7761
RSPH4A	0.511892	1.0485	GRHL1	0.526497	0.48449	PDK2	1	-0.19788	CDC26	0.998835	-0.31326
SYNPO2L	1	-0.075858	SCGB1A1	0.942303	0.05327	RBBP7	1	-0.2697	COMMD2	0.998835	-1.9218
SNIP1	0.607264	-1.1913	B3GNT4	0.835824	0.27571	TAF11	1	-0.50347	CXCL12	0.998835	1.4342
OR4K13	1	-0.52913	AURKA	0.918011	-0.73116	HNRNPCL2	0.47069	0.44547	CRIP3	0.998835	-1.9218
DNAJC25	1	-0.19375	CLVS1	0.975814	-0.18641	RHO	0.81215	0.079605	MRPL12	0.998835	-1.2227
WSB2	0.910444	0.23456	LIG3	0.971531	-0.26444	DNAJC5B	0.993971	-0.30658	MGST2	0.998835	-2.1752
PTRH1	1	-0.63003	OR4D10	0.987383	-0.034993	WASF1	0.540706	0.21941	M1AP	0.998835	-2.1752
NEFM	0.754628	-0.087804	ATOH1	0.942303	0.17714	EREG	1	-0.17389	NRROS	0.998835	-2.1752
GAD2	1	-0.62545	TREM2	0.949231	0.25389	ARHGAP6	0.643943	0.082052	OSTC	0.998835	-1.4951
REEP5	0.591784	-1.1672	CPNE9	0.970683	0.16384	TRIM43B	1	-0.28316	OR5M8	0.998835	-2.1752
NEIL3	1	-1.1886	CMTM1	0.814406	-0.039462	CCDC153	1	-0.21947	NUP62	0.998835	-1.5559
TARS2	1	-1.2515	HTR2A	0.975814	0.049625	SCO1	0.912875	-0.215	HM13	0.998835	-2.4559
PHF5A	1	-0.99961	UBR2	0.847609	0.21414	CACNA2D3	1	-0.12021	TPD52L2	0.998835	-2.2869
NBPF20	0.312173	-1.1731	BAHCC1	0.930027	0.11724	RECQL	0.448131	-0.38202	TRIM25	0.998835	-0.97823
DUX4	1	-0.44212	MTCP1	0.822775	0.26178	CERS6	0.908287	-0.10878	TNS1	0.998835	-0.88658
PSMC5	0.499686	-1.4081	MANEA	0.824237	0.23526	MEDAG	1	-0.22954	TPRN	0.998835	-2.2869
ERMARD	1	-1.188	TGM5	0.471721	0.37884	PRAMEF12	0.912875	0.010515	VDAC2	0.998835	3.3051
HUS1	0.178248	-1.1757	SERPINA3	0.814406	0.058317	PEX10	0.169615	0.10993	TRAM2	0.998835	-1.2958
ASF1B	0.910444	-1.1856	GUSB	0.663538	0.27528	TAGLN2	0.963018	0.17614	TTC32	0.998835	-1.7241
TONSL	0.632928	0.33262	AK3	0.942303	0.12498	RNF148	0.870878	-0.11527	TRNAU1AP	0.998835	-1.6142
TMEM86A	0.632114	-0.56279	PDZRN4	0.970683	-0.026659	HSDL2	0.743322	0.21963	TRPC3	0.998835	-2.2869
SLC35G6	0.615833	-0.29936	GALNT5	0.949902	0.11035	SLC13A1	0.912875	0.026376	TULP1	0.998835	-3.3697
SLC25A2	0.454718	-0.22082	MED1	0.939412	0.18721	CELSR1	1	0.043751	TTC39A	0.998835	-2.2869
ARPC5	0.821696	-1.1868	TAF4	0.975814	-0.19188	EFCC1	1	-0.24196	TRIM62	0.998835	-0.02112
DPEP1	0.734293	-1.0846	CENPP	0.669864	-0.37695	MMP13	1	-0.26774	ZNF671	0.998835	-1.7241
FAM160A1	1	-1.1802	EBF2	0.948544	-0.19311	ACTG1	0.972988	0.20749	ZNF709	0.998835	-2.2869
FAM19A5	0.621911	-0.51328	MTARC2	0.85408	0.18875	RAP2B	0.841975	-0.033775	ZNF319	0.998835	-2.2869
RPL26	1	-1.299	CDADC1	0.872787	-0.050018	FOXI2	0.9262	-0.24969	ZNF584	0.998835	-2.2869
ALG2	1	-1.1721	CR2	0.955879	0.092721	RPS6KC1	0.972988	-0.24969	ZNHIT6	0.998835	-0.4476
PMF1	1	-0.93484	FAM86B1	0.829217	0.33451	RNASEH2C	1	-0.22063	ZUFSP	0.998835	-0.88658
WDR83	1	-1.751	RNF13	0.924093	-0.19687	CALY	0.407591	0.44922	ZNF714	0.998835	-2.2869
PPAT	1	-1.2611	APITD1	0.46181	0.76263	PCGF6	0.438332	0.081584	ZNF770	0.998835	-2.2869
DOLK	1	-1.5228	CASP8	0.825622	0.020889	GLRX5	1	-0.5794	WDR63	0.998835	-1.8748
POLR2I	1	-1.1263	CBLN4	0.565813	-0.12334	CTU1	0.771012	-0.5794	WSB1	0.998835	-0.57048
DIS3	1	-1.3781	FEN1	0.930027	0.20934	SLC25A2	1	-0.27759	VPS26A	0.998835	-1.2227
EIF2S3	1	-0.86448	AGT	0.942303	-0.18948	FAM65B	0.437221	0.39914	VTCN1	0.998835	-2.2869
GPN2	1	-1.1263	RAB11FIP3	0.896977	-0.029661	PGK2	1	-0.10059	ZDHHC21	0.998835	-2.2869
FNTA	1	-0.75392	MYO3A	0.667421	0.56463	DSCAM	1	-0.0023229	ZHX3	0.998835	-2.2869
DDX27	1	-0.63556	PCOLCE	0.530213	0.42851	ADTRP	1	-0.20556	YJEFN3	0.998835	-2.054
ZNF3	0.613448	-1.162	KL	0.942303	-0.17445	RNPEPL1	0.80368	0.39378	ZDBF2	0.998835	-2.2869
ADCK3	1	-1.186	USH1G	0.85408	-0.1193	C20orf96	1	-0.31809	FEZF1	0.998835	-2.5485
HLA-DQA2	0.822943	0.25976	GTPBP6	0.994346	-0.35213	LETMD1	0.953353	-0.32859	FBXO33	0.998835	1.0662
GGT7	0.907311	-1.0068	ALAS2	0.987978	-0.036248	PROX1	0.953812	-0.32859	FLRT1	0.998835	-2.2869
NUDT14	1	-0.84751	ABCD1	0.814406	0.2394	DERL3	0.753803	0.33768	FFAR2	0.998835	-2.2869
FAM46A	0.478197	-0.87467	EPS15	0.599122	0.48588	ALAS2	0.898393	-0.26965	FAM73A	0.998835	-2.2869
MYH9	1	-1.185	BCL11A	0.820732	-0.023562	ELMOD2	1	-0.17852	FAM50A	0.998835	-1.3653
ENOX1	0.405018	1.2653	OR5AU1	0.837954	0.055708	OR13G1	0.898393	-0.21891	FBXL22	0.998835	-2.2869
CRTAM	1	-1.1786	FOXS1	0.913413	-0.066206	ZNF648	0.81215	0.30541	FANCG	0.998835	-1.9218
NEDD4	1	-1.1801	C5orf51	0.471721	1.2157	VEGFC	0.897144	0.041908	FNDC5	0.998835	-2.2869
NCF1	0.830593	-1.6834	ZNF182	0.867115	-0.22115	ART3	1	-0.074749	GDPD1	0.998835	1.0252
LGALS12	1	-0.60203	LRRC7	0.344836	-0.027499	PCBP4	1	0.048183	GDAP2	0.998835	-1.2227
CPO	0.639534	0.59137	PXK	0.684578	0.78032	PSMB6	1	-0.26146	GLA	0.998835	-2.2869
FNDC4	1	-1.1825	ZNF304	0.975814	-0.18914	C9orf57	0.81215	0.21871	GGCT	0.998835	-2.0955
CT47A12	0.910444	-1.1829	INSM2	0.565813	-0.045006	ACP1	0.887585	-0.32479	FUT8	0.998835	-0.78871
ZFPM1	1	-0.82942	GYPE	0.896977	0.17898	CDC14A	1	-0.34877	FSHR	0.998835	-2.2869
LOC643802	0.910243	-1.1827	USP17L7	0.930027	-0.13127	KIAA1671	1	-0.13398	GAST	0.998835	-1.6702
IDH2	1	-1.1773	C16orf47	0.872787	-0.26148	OAZ3	0.849216	0.030051	GAPDHS	0.998835	-1.0644
ANKRD1	1	-1.1799	CXorf40A	0.530213	0.0078818	KCNJ18	0.988122	0.029279	DEXI	0.998835	-0.23446
ZDHHC3	1	-1.1799	KALRN	0.903041	-0.095241	EYA1	0.764797	-0.05898	DERA	0.998835	-1.9672
SELE	1	-0.72161	ISM2	0.926183	0.075253	SERPINI1	0.879549	0.21654	ECI1	0.998835	-1.2958
OSGIN1	0.957193	-0.39611	ATF2	0.939412	0.016386	ATRN	1	-0.19345	DHODH	0.998835	-2.2134
RWDD4	0.840659	-0.24284	BMP3	0.814406	0.31104	SLC6A3	1	-0.23485	CYBA	0.998835	-2.2869
RANBP2	0.240033	1.162	TAS2R31	0.942303	-0.0079912	MAK16	0.010156	-1.1288	CWH43	0.998835	-3.1508
NDUFA4L2	0.170162	1.2619	NELL1	0.820732	0.26625	ZYG11B	0.917374	-0.25858	DAW1	0.998835	-2.2869
MRPL48	1	0.31285	VAPB	0.915718	-0.17652	BOLL	0.978201	-0.019111	CYLC2	0.998835	-1.9218
FAM32A	0.248441	1.6075	SWSAP1	0.667421	0.11609	SMIM20	0.593029	-0.19136	EHMT1	0.998835	-1.8263
AP2B1	0.282764	1.5263	TMEM194A	0.773403	0.20509	VNN2	1	-0.19136	FAM171A2	0.998835	-1.2227
CDCA8	0.555109	0.96087	ACKR3	0.565813	0.3795	EIF1B	0.879549	-0.21018	FAM162B	0.998835	-1.0644
C5orf42	0.591784	-0.83618	MMP9	0.924093	-0.15126	MYOG	1	-0.21018	FAM209A	0.998835	-2.2869
GGT5	1	-0.94687	MOB3A	0.684578	0.49479	DEFB135	0.970765	0.15645	FAM175A	0.998835	0.90241
MAK16	0.591784	0.69998	NMB	0.736526	-0.12867	SULF1	0.501155	-0.19599	ELOVL2	0.998835	0.5783
ANXA2R	0.591784	0.40271	FBLN5	0.822775	0.30982	HADHB	0.80368	0.66061	ELMOD1	0.998835	-1.9672
FIBCD1	0.737145	0.45242	NOXRED1	0.865383	0.073307	CT45A9	0.870878	-0.24936	FAM159B	0.998835	-1.4317
SLC35E2	0.405018	1.2637	TSPY10	0.975814	-0.12376	GAP43	0.879549	-0.24936	EMC8	0.998835	-2.8927
TRPV3	0.847616	0.32678	MEP1B	0.84445	0.2554	OR7A17	1	-0.24936	KCNN2	0.998835	-0.16511
OR1L1	1	-1.1724	WDR25	0.478674	0.22371	MUT	1	0.216	KCND1	0.998835	-2.2869
NLGN3	0.591784	-0.21455	DHRS12	0.824237	0.2702	AMACR	0.438332	0.32782	KLF9	0.998835	3.4846
MRPL22	0.858265	-1.1089	C11orf16	0.820732	0.20394	HIST1H3G	0.972988	-0.19669	KIAA1211L	0.998835	-2.2869
TSSC4	0.615833	0.82076	PDZK1	0.688381	0.66507	LOC100130370	1	-0.32492	JAKMIP2	0.998835	-2.5781
HMGB2	1	-1.1613	DLL3	0.966443	-0.13647	CHGB	0.972988	-0.28113	ISYNA1	0.998835	-2.0955
NUDCD3	0.60436	-0.017715	IRF3	0.930027	-0.085675	HHIP	1	-0.33021	JDP2	0.998835	-2.9617
NEFL	1	-1.1813	RFPL2	0.792165	0.063878	TSPAN5	0.771012	0.014143	JCHAIN	0.998835	1.4856
AKT1S1	1	-0.5954	NOL8	0.73785	0.32874	COPS2	0.427633	-2.2927	KLRB1	0.998835	-1.3653
CLEC9A	0.666297	0.48696	ZHX3	0.992354	-0.12871	SRSF10	1	-0.29417	LIN54	0.998835	-0.57048
SH3RF2	0.860853	-1.179	TLL2	0.688381	0.35375	APELA	0.988094	0.2258	LIMD2	0.998835	3.4313
SPANXB1	0.405018	-1.179	SYNJ2BP-COX16	0.930027	-0.015728	NRXN1	0.80368	-0.043901	LOC100130705	0.998835	-2.2869
TYRO3	1	-1.1779	INCENP	0.520399	0.95359	TMEM244	0.998427	0.1137	LMNTD1	0.998835	4.6254
RSPO2	0.957193	-1.175	TTC37	0.930027	0.03146	TJAP1	1	-0.22516	LANCL2	0.998835	-2.6355
C4B	0.086536	-1.1784	SMS	0.718841	-0.37039	PPP2R2C	1	0.12013	KRT20	0.998835	-2.0113
KCNQ5	0.63607	-1.156	STX12	0.896543	-0.047042	OR5AP2	1	-0.23288	LILRB5	0.998835	-2.2869
MC4R	0.987508	0.42541	LY6G6F	0.814406	0.42567	CYP3A7-CYP3A51P	0.972988	-0.093416	LCN9	0.998835	-1.0644
VCPIP1	0.964069	-1.1757	TIMP2	0.565813	0.66259	WNT1	0.898393	-0.18614	GSTA3	0.998835	-2.2869
RRAD	0.474347	-1.1787	CHD4	0.316487	0.078615	NANOS3	0.81215	-0.083631	GRXCR1	0.998835	-2.2869
BCKDHB	0.815295	-1.1779	NBPF15	0.97123	0.15054	CTXN1	1	-0.28357	HIST1H3B	0.998835	8.0398
PI16	1	-1.1764	CD2BP2	0.90719	0.18326	PALM2	0.912875	-0.28357	HFM1	0.998835	-1.4317
LYN	0.591784	0.19505	FAM72B	0.963167	-0.057197	KLRC4-KLRK1	1	-0.28357	GPR132	0.998835	-1.1457
LINGO4	1	-1.1748	CAMTA1	0.773403	-0.13324	SLC29A4	0.897144	-0.24483	GOLGA1	0.998835	2.9408
CNTN2	0.248441	1.7337	HOXD1	0.971078	0.13924	IFNA14	0.672529	0.34407	GREB1	0.998835	-2.2869
AHCTF1	1	-0.87993	SSC5D	0.872787	-0.1735	METTL7B	1	-0.081577	GPR62	0.998835	-0.88658
ZSCAN12	0.591784	0.55515	SUMF2	0.852858	-0.073941	GPR17	1	-0.3622	HOXA9	0.998835	-3.8539
IER3	1	-0.75873	FMO2	0.977407	-0.041947	CSNK2B	1	-0.46973	IL36RN	0.998835	-2.5485
LOC100652758	0.282547	0.65779	RABL3	0.942303	-0.1263	ST6GALNAC5	0.926922	0.12849	IL26	0.998835	-2.2869
NOL12	0.282547	1.2643	GATS	0.948544	0.15738	KRTAP26-1	1	-0.059113	IPO11	0.998835	-1.4951
DEFB131	1	0.56664	RFC1	0.957543	-0.12404	CHD2	0.912875	-0.40311	ING4	0.998835	-2.054
PPP1R27	1	-1.1744	OASL	0.950005	0.084345	DGKK	1	-0.26321	HS3ST2	0.998835	4.1836
TNNI1	0.591784	0.72404	ADAM19	0.970683	-0.0077099	DIAPH3	0.81215	-0.17217	HRSP12	0.998835	-2.2869
FBXO22	0.591784	0.48457	KIR3DL3	0.685827	0.40839	SLC25A22	0.987047	-0.23437	IGF1R	0.998835	-2.2869
CLASRP	0.405018	1.2421	RFTN2	0.942303	0.15557	SPRED2	1	-0.23437	HSPA4L	0.998835	-0.16511
UBL3	1	-0.59479	SMAD5	0.970683	-0.062065	CHRNA4	1	-0.11739	CPN1	0.998835	-2.2869
MBLAC2	0.248441	1.7316	TTC16	0.289505	1.1155	MYOM3	0.672529	0.29616	ASPG	0.998835	1.7475
CLEC5A	0.111415	2.4861	FAM171A2	0.965991	-0.1193	ARL15	0.807174	-0.22516	ASB16	0.998835	-2.2869
ARHGAP30	0.737145	-1.1753	CDHR5	0.915718	0.30483	KIAA0100	1	-0.25835	ATG7	0.998835	2.2874
TSPAN33	1	-1.1753	SLC12A3	0.85408	0.20152	MIR205HG	0.695945	-0.051219	ATG4D	0.998835	-2.2869
INO80E	1	-1.1757	NDUFB6	0.849558	0.26532	UBFD1	1	-0.3026	ARVCF	0.998835	7.2946
PPEF1	0.852662	-0.14819	SF3A2	0.970683	-0.30634	PIK3R5	0.81215	0.30473	ARL4C	0.998835	-2.2869
ASB3	0.700141	-0.59434	TIPRL	0.950005	0.15631	FAM117A	0.841975	-0.22287	ASB11	0.998835	-2.2869
ANTXRL	1	-1.1633	NAP1L2	0.95472	0.034559	HLA-F	0.953812	-0.11254	ASAP2	0.998835	-1.2958
SH3BP4	1	-0.08114	SPZ1	0.684578	0.30368	RARA	0.666904	0.3902	ATP5G2	0.998835	1.2271
MYNN	0.937457	-0.076833	SUSD1	0.852901	0.062914	LIG3	1	-0.40972	C11orf1	0.998835	4.1737
TRIM9	0.670563	-1.1722	GMDS	0.970683	0.11439	INTS10	0.972988	-0.40972	BPIFB6	0.998835	-2.2869
IGFLR1	1	0.2863	OCIAD2	0.942303	0.10272	STAT1	0.972988	0.089868	C15orf52	0.998835	-2.2506
C22orf34	0.670563	-0.087227	RGS20	0.929807	-0.16617	AGT	0.912875	-0.23229	C11orf21	0.998835	2.3082
MYL5	1	-1.1671	LRRFIP1	0.955879	0.049116	KLHL9	1	-0.24112	B4GAT1	0.998835	-2.9161
CHGB	0.283728	-0.31738	ATP2C2	0.565813	0.37093	ANKRD24	0.972988	-0.070199	ATP6V1B1	0.998835	-2.2506
SSR1	0.964069	0.037709	OR56A3	0.526497	0.12268	HGH1	0.972988	-0.24901	BIRC7	0.998835	-0.78871
MAGI3	0.577708	0.94711	SYNDIG1	0.755494	0.41217	C10orf82	1	0.0052789	BCAT1	0.998835	-2.2134
DPY30	0.910444	-0.017715	DNAAF2	0.992354	-0.039366	ERCC4	0.818337	-0.33192	ADH1A	0.998835	-2.5485
BMP10	1	-0.38653	LYST	0.915718	-0.1496	NR2C1	0.902316	-0.33192	ADGRL3	0.998835	-2.2869
CELSR1	1	-0.8774	SDR16C5	0.526497	0.14624	MRGPRX2	0.868594	-0.27153	ADRA1B	0.998835	-0.31326
CTH	1	-1.1413	HRASLS	0.987741	-0.10032	ATP1A4	0.972988	-0.042865	ADORA2B	0.998835	-0.78871
CASP4	0.394952	-1.1413	UAP1L1	0.924093	0.038498	ASNA1	0.997678	-0.2217	ABCD2	0.998835	-2.2869
BCAN	0.757811	-1.1702	RAPGEF5	0.96634	-0.04405	EIF4A2	0.972988	-0.014281	ABCB1	0.998835	-0.88658
HIST1H3F	0.282547	1.4279	FEM1C	0.755494	0.4981	TICRR	1	-0.83184	ACR	0.998835	-0.88658
ASMTL	1	0.21681	RAB19	0.814406	0.048171	FCGR1A	1	-0.31833	ACADVL	0.998835	-2.4874
PAM	1	-1.1598	APEH	0.80252	-0.060538	C10orf113	0.972988	-0.16033	AGBL5	0.998835	6.1708
CALB1	1	-1.1702	CAPN8	0.896977	0.16982	F9	0.947831	-0.41704	AP1G1	0.998835	-3.0488
OMG	0.385499	-1.1675	P2RY11	0.930027	0.18624	ZC3H11A	1	-0.063999	ANKLE1	0.998835	-3.3697
PSMA3	0.621911	0.70511	C2orf72	0.669864	0.17153	ZIM3	1	-0.21206	APLP1	0.998835	-0.22783
POLG	0.591784	-0.17374	HYLS1	0.526497	0.48116	OAS3	0.600292	-0.26953	AP2A2	0.998835	-2.2869
BRF2	0.894421	-1.1514	CHADL	0.92643	-0.06301	IFITM3	0.898393	0.21077	AIM1	0.998835	-1.2227
CYP1A1	0.385499	0.31806	ARGFX	0.970683	-0.10462	FAM219B	0.236091	0.30568	AGTRAP	0.998835	-2.9617
PRR20C	0.248441	1.6954	HIST1H3B	0.696342	-0.081813	PRDM8	1	-0.228	ANKDD1B	0.998835	-1.1457
GPR52	0.726238	0.54454	TLE3	0.941466	0.20142	GOLGA8B	1	-0.228	AMDHD2	0.998835	-2.2869
BTBD3	1	-1.1671	BMP7	0.745343	0.29994	COX5B	0.744756	0.56221	CFAP53	0.998835	-2.2869
RASAL2	1	-1.1671	ZNRF3	0.903041	0.083423	AHCTF1	0.963464	0.021838	CETN3	0.998835	-2.2869
DISP2	1	-1.1439	TM9SF4	0.688381	0.43541	CNGA3	0.998427	-0.41976	CLDN3	0.998835	-0.88658
FBXO31	1	-1.1641	RAET1L	0.667421	0.46391	SORBS2	0.904811	-0.29839	CHD5	0.998835	-1.8263
TMEM213	0.248441	1.5865	TMSB10	0.814406	0.3439	KCNAB3	0.912875	-0.12999	CDKN2C	0.998835	-1.4951
TCEAL7	1	-0.50692	CCDC121	0.930027	0.050458	SRD5A3	0.356776	0.39145	CDH4	0.998835	-1.0644
TERT	0.591784	0.066072	ADH6	0.822775	0.16663	TMUB2	0.81215	-0.14901	CEACAM6	0.998835	-2.2869
PDGFRA	0.851439	-0.12439	MBOAT1	0.833994	0.29438	MEP1B	0.386778	-0.43432	CDON	0.998835	-1.8263
CUL7	0.248441	1.8575	NFIX	0.820732	0.33615	MRPS6	0.796883	-0.43432	CLEC16A	0.998835	-4.4579
MCFD2	0.958593	0.68191	GLYATL3	0.90719	0.035221	L2HGDH	0.807174	-0.34544	CORO7-PAM16	0.998835	6.2079
IP6K1	0.880128	-0.2607	TRIB1	0.822775	0.29501	OR10A5	0.917374	0.18222	COL4A3	0.998835	-2.2869
SRSF3	1	-0.86448	SERPINB13	0.820732	0.31045	TSSC4	0.771583	-0.18089	CPB1	0.998835	-2.054
C2orf82	0.957193	-1.1458	SLC5A2	0.930027	-0.11976	NPR3	0.743322	-0.19013	CPA6	0.998835	-1.7761
MMP21	0.670563	-0.17642	CPE	0.820732	0.26021	AMN1	0.448131	-0.18831	CMYA5	0.998835	6.3014
RMDN2	1	-0.61823	UNC5CL	0.814406	0.15825	SLC30A5	1	0.17401	CLVS2	0.998835	-2.2869
SELO	0.742938	-1.1604	IGIP	0.975814	-0.0039264	ZMAT4	0.438332	0.16306	CNNM2	0.998835	2.0041
OR1Q1	1	-1.1566	LRRC20	0.718841	0.10264	GBE1	1	-0.23388	CNDP2	0.998835	-2.2869
HIST1H2AJ	0.083591	1.1952	ZNF57	0.975814	0.023665	LOC100130880	0.672529	0.46813	C3AR1	0.998835	-1.9672
HOPX	0.591784	0.85145	ROGDI	0.526497	0.39952	ITIH1	0.972988	-0.19545	C22orf24	0.998835	-1.2227
NELL2	0.621911	-1.0784	PCBD2	0.85914	0.021685	AKR1D1	0.972988	-0.093626	C5orf49	0.998835	-2.2869
OCIAD1	0.591784	0.91251	SGK494	0.792165	0.33129	HOOK1	0.9262	-0.30332	C3orf36	0.998835	-0.97823
ZBTB47	0.812216	-0.1798	EBI3	0.85408	-0.040194	ARRB2	0.963018	-0.30332	C18orf25	0.998835	2.9964
DHCR7	1	-1.1632	C12orf56	0.471721	0.81346	ZC3H12C	0.80368	0.33814	C17orf77	0.998835	-2.2869
LOC100506388	0.538547	0.99895	NCOA1	0.942147	0.20019	NTF3	1	-0.039987	C19orf67	0.998835	-1.9218
MTIF3	0.591784	-0.39359	SLC6A15	0.773403	0.3792	C6orf203	0.353655	0.44327	C19orf18	0.998835	-2.2869
DIP2B	1	-0.40026	FGG	0.736526	0.40767	KLK1	0.753803	0.33494	CASC10	0.998835	2.5766
CNOT6	1	-0.45471	IGF1R	0.984275	-0.11583	APOM	1	-0.16965	CCZ1	0.998835	-2.2134
FAM46D	1	-1.1566	SH3GLB1	0.780963	0.29194	GORAB	1	-0.068544	CCSER2	0.998835	-2.2869
REV3L	0.985468	0.70346	LENG9	0.880128	-0.16926	HECW2	1	-0.33373	CD79A	0.998835	-1.3653
TEKT5	1	-0.50602	TMEM232	0.641119	0.51845	ASCC1	0.972988	-0.24865	CD1C	0.998835	1.6911
ZNF425	0.822943	-0.13326	GOLM1	0.963167	-0.10889	CLN6	1	-0.14074	CCDC37	0.998835	-1.3653
CPOX	1	-0.47355	PRB1	0.85408	0.17353	CHCHD10	1	-0.17845	CCDC12	0.998835	-1.7761
BBS4	1	-1.1357	CPNE2	0.837954	0.37809	RHBDL2	0.210628	-0.26946	CCL13	0.998835	0.75077
PDIA3	0.636778	-1.1534	SULT1A2	0.915718	-0.022832	FAM136A	1	-0.26321	CCDC8	0.998835	6.1081
ZDHHC23	0.910243	-1.7902	ST3GAL3	0.975814	-0.17445	WNT4	1	-0.22746	LRFN5	0.998835	-2.2869
ALK	1	-1.1607	CWC27	0.667322	0.74079	TIGD1	1	-0.28401	RIBC1	0.998835	0.96186
ZNF284	0.872224	0.036431	TBL1XR1	0.530213	-0.0066556	IFNK	1	-0.28401	RHBDF1	0.998835	-0.31326
DLX3	0.546396	-0.57615	C16orf70	0.520399	0.10603	SPATA31E1	1	-0.28401	ROCK2	0.998835	3.5148
CACNA2D1	0.613448	-0.17503	TMEM180	0.745343	0.17299	FEZ2	1	-0.28401	RTKN2	0.998835	-2.054
TRMT6	0.738988	-1.1483	SEMA3A	0.339561	0.59289	PCGF2	0.81215	0.21697	RRAGC	0.998835	-2.2869
REV1	0.909103	-1.1483	SERPINB11	0.835824	0.40907	H6PD	0.407591	0.56866	RAB11FIP3	0.998835	-2.1752
SPCS3	0.629689	-1.1537	ALB	0.894106	0.1522	C3orf18	1	-0.21256	PTPRK	0.998835	-1.0644
OPTC	0.785778	-1.1584	GALM	0.822775	0.014066	SAMD12	1	-0.22762	RAB23	0.998835	-2.1359
ACADL	0.963797	0.28726	DENND1A	0.530213	0.73736	OR5M10	0.771012	-0.19206	REEP4	0.998835	1.1257
LST1	1	-0.17676	REG1A	0.707911	0.57159	DNAI1	0.912875	-0.0058189	RABL2B	0.998835	0.52138
EXTL1	0.973687	-1.1582	SPATA31A1	0.997378	-0.31436	DCLRE1C	0.972988	-0.24228	RTN1	0.998835	-1.2227
AGAP5	1	-1.1171	TANGO6	0.814406	0.48541	TMEM89	0.912875	-0.0098418	SCGB2A2	0.998835	-1.5559
HMCES	0.875237	-1.1171	EIF2S1	0.978877	-0.068631	SLC36A1	1	-0.17242	SCARF2	0.998835	-0.57048
OR11H1	0.663798	-0.25566	BAP1	0.565813	-0.046821	RASA3	1	0.0051704	SCLY	0.998835	1.5114
